frame_no	value
0	0.19780857461348694
1	0.17155424947342554
2	0.15774841207090454
3	0.14889539280545772
4	0.1435733729482852
5	0.14192372781861154
6	0.14254808396165974
7	0.1403009615127468
8	0.1431431721990897
9	0.14632837869854998
10	0.14499286846366546
11	0.14772465038092714
12	0.152350231372686
13	0.14858479652592338
14	0.1504615981464527
15	0.1425692039033636
16	0.12815224451274743
17	0.1151124218427837
18	0.11053761931939893
19	0.12687344672272619
20	0.1827011203549397
21	0.19347637555020716
22	0.23767766929780573
23	0.25766440574036087
24	0.2832880425530786
25	0.2966988987767865
26	0.30247977202363613
27	0.3020105830457111
28	0.26778391708215643
29	0.25375372153093295
30	0.24400276912785812
31	0.26110839066371094
32	0.2894772326914883
33	0.29264373891365875
34	0.2941961926183884
35	0.29058333243228074
36	0.2873937238118111
37	0.2843057245353349
38	0.2823842369744715
39	0.27931937802995405
40	0.277238920934611
41	0.30571971923392083
42	0.32305913343921455
43	0.2647852225668719
44	0.2240460257389158
45	0.22753694186016535
46	0.3257776767436369
47	0.2677347777254865
48	0.2471360571898633
49	0.23685755731684227
50	0.23432446455726613
51	0.23342128361218137
52	0.23244431397168416
53	0.22772637315081418
54	0.21979101026169914
55	0.22464315135849688
56	0.22127517617440612
57	0.2259380336918608
58	0.25964661364779945
59	0.2803483017671821
60	0.2887079731028389
61	0.2902364764992891
62	0.2880318902117245
63	0.275577386629399
64	0.27032961354360274
65	0.26352893272720296
66	0.24661114690603683
67	0.23314913588388106
68	0.22227849852586393
69	1000.0
70	1000.0
71	1000.0
72	1000.0
73	1000.0
74	1000.0
75	1000.0
76	0.22698463347001877
77	0.2725424923648757
78	0.30491470251748715
79	0.32872502183479557
80	0.303372367959034
81	0.2898013554463649
82	0.2895011813606971
83	0.32103929320773855
84	0.3376753017525279
85	0.35501217210784425
86	0.35752062658528855
87	0.42616769324560255
88	1000.0
89	1000.0
90	1000.0
91	1000.0
92	1000.0
93	1000.0
94	1000.0
95	1000.0
96	1000.0
97	1000.0
98	0.27498085404530476
99	1000.0
100	1000.0
101	1000.0
102	1000.0
103	1000.0
104	1000.0
105	1000.0
106	1000.0
107	1000.0
108	1000.0
109	1000.0
110	1000.0
111	1000.0
112	1000.0
113	1000.0
114	1000.0
115	1000.0
116	0.4855298877625186
117	1000.0
118	1000.0
119	1000.0
120	0.4566436669529336
121	1000.0
122	1000.0
123	1000.0
124	1000.0
125	1000.0
126	1000.0
127	0.4181012709830445
128	0.41066987573363717
129	1000.0
130	1000.0
131	1000.0
132	0.40651355258319893
133	1000.0
134	1000.0
135	1000.0
136	1000.0
137	1000.0
138	1000.0
139	1000.0
140	1000.0
141	1000.0
142	1000.0
143	1000.0
144	1000.0
145	1000.0
146	1000.0
147	1000.0
148	1000.0
149	1000.0
150	1000.0
151	1000.0
152	0.32795421883665765
153	1000.0
154	0.3321491652624932
155	1000.0
